;Unnamed: 0;Pays;Intitule Typologie 1;Question 3 : Y a  t il un sentiment de colere;bin_emotion_T5;Duree_traitement;size_texte;Date de premiere réponse;Prediction;ID
916;3187;France;Assurance retraite Ile de France;1;1;43;1105;28/10/2021;1;277560
917;3189;France;Carsat;1;0;33;958;18/10/2021;0;277557
918;3190;France;DGDDI;0;0;67;102;22/11/2021;0;277554
919;3191;France;CPAM;1;1;-159;986;10/04/2021;0;277551
920;3192;France;Carsat;0;0;33;281;19/10/2021;0;277548
921;3193;France;CAF;0;1;67;850;22/11/2021;0;277547
922;3194;France;Carsat;0;0;84;371;10/12/2021;0;277544
923;3195;France;CNIL;1;1;33;828;20/10/2021;0;277541
924;3196;France;COMMISSARIAT DE POLICE;1;1;98;837;24/12/2021;0;277538
925;3197;France;ANTS;1;1;-250;892;10/01/2021;0;277535
926;3198;France;Assurance retraite Ile de France;1;0;41;189;28/10/2021;1;277532
927;3199;France;CROUS;1;0;-218;873;11/02/2021;0;277529
928;3200;France;CROUS;1;0;-218;966;11/02/2021;0;277526
929;3201;France;ANAH;1;0;-250;671;10/01/2021;0;277523
930;3202;France;ANTS;1;1;101;996;28/12/2021;0;277520
931;3203;France;Carsat;0;0;69;622;26/11/2021;0;277517
932;3204;France;ANAH;1;0;25;544;14/10/2021;0;277514
933;3205;France;MSA;1;1;63;853;22/11/2021;0;277511
934;3207;France;CPAM;1;0;-163;921;10/04/2021;0;277508
935;3210;France;CAF;0;0;32;391;22/10/2021;0;277505
936;3213;France;COMMISSARIAT DE POLICE;1;1;-41;795;10/08/2021;0;277502
937;3214;France;Carsat;1;0;-163;371;10/04/2021;0;277499
938;3217;France;CPAM;1;1;-164;408;10/04/2021;0;277496
939;3218;Afghanistan;Carsat;1;1;35;1150;26/10/2021;0;277493
940;3219;France;Franceconnect;0;0;66;870;26/11/2021;0;277490
941;3220;France;Maprim'renov;1;0;107;1230;06/01/2022;1;277488
942;3221;France;Maprim'renov;1;1;23;568;14/10/2021;1;277485
943;3222;France;CNAM;0;0;-164;350;10/04/2021;0;277482
944;3223;France;DGDDI;0;0;-163;305;11/04/2021;0;277479
945;3225;France;ANAH;1;1;107;985;06/01/2022;0;277476
946;3226;France;Pôle d'action économique PAE;0;0;-221;516;12/02/2021;0;277473
947;3228;France;COMMISSARIAT DE POLICE;0;1;-43;274;10/08/2021;0;277470
948;3229;France;Service des Impôts des particuliers;1;1;79;861;10/12/2021;0;277467
949;3230;France;COMMISSARIAT DE POLICE;0;0;-43;627;10/08/2021;0;277464
950;3231;France;ANAH;1;0;106;918;06/01/2022;0;277461
951;3232;France;Préfecture;1;0;160;985;01/03/2022;0;277459
952;3233;France;ANAH;0;0;106;990;06/01/2022;0;277456
953;3234;France;DGDDI;0;0;57;959;18/11/2021;0;277453
954;3235;France;Franceconnect;0;1;64;365;25/11/2021;0;277450
955;3236;France;CNAM;0;0;-165;274;10/04/2021;0;277447
956;3237;France;COMMISSARIAT DE POLICE;0;0;121;957;21/01/2022;0;277444
957;3238;France;Région de Gendarmerie;0;1;221;981;01/05/2022;0;277441
958;3239;France;Defenseur des droits;1;0;154;560;24/02/2022;0;277438
959;3243;France;ANAH;1;0;105;640;06/01/2022;0;277435
960;3244;France;Ville - Commune;1;0;82;342;14/12/2021;0;277432
961;3246;France;Franceconnect;0;0;63;368;25/11/2021;0;277431
962;3247;France;Service des Impôts des particuliers;1;1;27;984;20/10/2021;0;277428
963;3248;France;Service-public.fr;0;0;82;211;15/12/2021;0;277425
964;3250;Afghanistan;DGDDI;0;0;111;315;13/01/2022;1;277422
965;3252;France;Trésorerie;1;1;26;686;20/10/2021;0;277419
966;3254;France;Région de Gendarmerie;0;0;52;914;16/11/2021;0;277416
967;3255;France;Carsat;0;0;-168;306;10/04/2021;0;277413
968;3256;France;COMMISSARIAT DE POLICE;1;1;116;599;19/01/2022;0;277410
969;3257;France;Impots.gouv.fr;0;1;24;162;20/10/2021;0;277407
970;3258;France;Carsat;0;0;32;303;28/10/2021;0;277404
971;3259;Afghanistan;COMMISSARIAT DE POLICE;0;0;-48;351;10/08/2021;0;277403
972;3260;France;Service des Impôts des entreprises;1;0;23;954;20/10/2021;0;277400
973;3262;France;Carsat;0;0;31;982;28/10/2021;0;277397
974;3263;Afghanistan;Préfecture;1;0;155;793;01/03/2022;0;277394
975;3264;France;DGDDI;0;0;87;141;23/12/2021;0;277391
976;3265;France;Carsat;0;0;3;643;30/09/2021;0;277388
977;3266;France;Service des Impôts des particuliers;1;1;23;654;20/10/2021;0;277385
978;3267;France;Carsat;0;1;22;282;19/10/2021;0;277382
979;3268;France;CAF;1;1;84;370;20/12/2021;0;277379
980;3269;Nouvelle-calédonie;DGFIP;0;0;74;956;11/12/2021;1;277376
981;3270;France;Carsat;1;0;-171;386;10/04/2021;0;277373
982;3272;France;Carsat;1;1;30;936;28/10/2021;0;277370
983;3275;Afghanistan;AGENCE POLE EMPLOI (APE);1;0;2;178;30/09/2021;1;277367
984;3278;France;CPAM;0;0;-49;642;10/08/2021;0;277364
985;3279;France;CPAM;1;0;-49;812;10/08/2021;0;277361
986;3282;France;ANAH;1;0;100;988;06/01/2022;0;277358
987;3283;France;CPAM;1;0;-49;418;10/08/2021;0;277355
988;3284;Afghanistan;Service des Impôts des particuliers;1;0;-140;516;11/05/2021;1;277352
989;3285;France;ANTS;1;0;-261;725;10/01/2021;0;277349
990;3286;France;AGIRC-ARRCO;0;0;-80;919;10/07/2021;0;277346
991;3287;France;ANTS;0;0;-261;376;10/01/2021;0;277344
992;3288;France;CAF;1;1;55;554;22/11/2021;0;277341
993;3290;France;Carsat;0;0;-171;179;10/04/2021;0;277338
994;3291;France;ANTS;1;1;-261;495;10/01/2021;0;277335
995;3293;France;MSA;0;0;398;665;01/11/2022;0;277332
996;3294;France;Carsat;0;0;-171;930;11/04/2021;0;277329
997;3295;France;CNAM;1;1;-50;984;10/08/2021;0;277326
998;3296;France;CNAM;0;0;-50;989;10/08/2021;0;277323
999;3297;France;CAF;1;1;54;352;22/11/2021;0;277320
1000;3298;Afghanistan;Assurance retraite Ile de France;1;1;15;171;14/10/2021;1;277317
1001;3299;Afghanistan;Service des Impôts des particuliers;1;1;21;858;20/10/2021;1;277315
1002;3301;France;CAF;1;0;50;863;18/11/2021;0;277312
1003;3302;France;Service des Impôts des particuliers;1;0;15;451;14/10/2021;0;277309
1004;3303;France;ANAH;0;0;15;854;14/10/2021;0;277306
1005;3304;France;CAF;0;0;14;626;13/10/2021;0;277303
1006;3308;Polynésie française;CNAV;1;1;90;976;28/12/2021;1;277300
1007;3309;France;ANTS;1;1;-263;574;10/01/2021;0;277297
1008;3311;France;Maprim'renov;1;0;14;566;14/10/2021;1;277294
1009;3312;France;MSA;0;0;-230;415;12/02/2021;0;277291
1010;3313;Afghanistan;Carsat;0;0;94;283;02/01/2022;0;277288
1011;3315;Afghanistan;DGDDI;0;0;312;680;18/11/2021;1;277287
1012;3317;France;CAF;1;1;278;750;15/10/2021;0;277284
1013;3319;Afghanistan;COMMISSARIAT DE POLICE;1;1;304;151;10/11/2021;1;277281
1014;3320;Afghanistan;MSA;0;1;282;738;19/11/2021;1;277278
1015;3321;France;MSA;1;1;282;579;19/11/2021;0;277275
1016;3323;Afghanistan;Impots.gouv.fr;0;0;252;241;20/10/2021;0;277272
1017;3324;France;Amendes.gouv.fr;0;1;304;618;11/12/2021;0;277269
1018;3325;France;ANTAI;1;1;303;996;10/12/2021;0;277266
1019;3326;France;Cadastre.gouv.fr;0;1;224;722;20/10/2021;0;277263
1020;3327;France;Trésorerie;0;1;224;859;20/10/2021;0;277260
1021;3328;France;Impots.gouv.fr;1;0;276;341;11/12/2021;0;277257
1022;3329;France;CROUS;1;0;-58;612;11/02/2021;0;277254
1023;3330;France;Carsat;1;0;194;938;21/10/2021;0;277251
1024;3331;Afghanistan;Carsat;1;0;199;294;26/10/2021;0;277248
1025;3332;Afghanistan;Trésorerie;1;1;244;987;10/12/2021;1;277245
1026;3333;France;MSA;1;0;154;646;11/09/2021;0;277242
1027;3334;Canada;Carsat;1;0;195;424;22/10/2021;0;277239
1028;3335;France;CAF;0;0;254;518;20/12/2021;0;277236
1029;3337;France;Service des Impôts des particuliers;1;0;193;648;20/10/2021;0;277233
1030;3340;Afghanistan;CAF;1;1;161;650;18/10/2021;1;277230
1031;3343;Afghanistan;ANAH;0;1;157;846;14/10/2021;1;277229
1032;3344;Afghanistan;Service-public.fr;0;0;218;177;14/12/2021;0;277226
1033;3347;France;CAF;1;0;268;851;05/03/2022;0;277223
1034;3348;France;Carsat;0;0;153;177;10/11/2021;0;277220
1035;3349;France;CAF;0;1;153;806;10/11/2021;0;277217
1036;3350;France;CAF;1;1;390;457;04/08/2022;0;277214
1037;3351;France;CAF;1;0;-28;999;12/06/2021;0;277211
1038;3353;France;Centre des Impôts Foncier;1;1;102;288;20/10/2021;0;277208
1039;3355;Afghanistan;Caisse régionale URSSAF;0;1;176;779;02/01/2022;1;277205
1040;3356;France;Rectorat;1;1;199;379;25/01/2022;0;277202
1041;3359;Afghanistan;Carsat;0;0;129;492;16/11/2021;0;277199
1042;3360;Afghanistan;Chèque énergie;0;1;-148;997;12/02/2021;1;277196
1043;3361;France;MSA;0;1;-148;636;12/02/2021;0;277193
1044;3362;France;Service des Impôts des particuliers;1;0;102;730;20/10/2021;0;277190
1045;3363;France;Carsat;1;0;131;190;18/11/2021;0;277187
1046;3364;Afghanistan;Impots.gouv.fr;0;1;131;351;18/11/2021;0;277184
1047;3365;France;CAF;1;0;167;925;24/12/2021;0;277181
1048;3366;France;Ministère de l’Europe et des Affaires étrangères (MEAE);0;0;162;291;19/01/2022;0;277178
1049;3373;France;Direction régionale DR;0;0;164;157;21/01/2022;0;277175
1050;3376;France;COMMISSARIAT DE POLICE;0;1;70;987;19/11/2021;0;277172
1051;3380;France;Carsat;0;0;3;105;13/10/2021;0;277171
1052;3382;France;Moncommissariat.fr;0;1;8;297;18/11/2021;0;277168
1053;3384;France;Service des Impôts des particuliers;1;0;34;538;14/12/2021;0;277165
1054;3385;France;ANTS;0;0;-20;507;21/10/2021;0;277162
1055;3386;France;AGENCE POLE EMPLOI (APE);1;1;30;451;10/12/2021;1;277159
1056;3388;Afghanistan;ANAH;1;0;57;626;06/01/2022;1;277156
1057;3389;France;CPAM;0;0;6;780;16/11/2021;0;277153
1058;3390;France;CAF;1;1;9;418;19/11/2021;0;277150
1059;3391;Afghanistan;Carsat;0;0;6;223;16/11/2021;0;277147
1060;3393;Afghanistan;Carsat;0;0;-28;176;13/10/2021;0;277144
1061;3394;France;Moncommissariat.fr;0;0;0;110;10/12/2021;0;277142
1062;3396;France;Service-public.fr;1;0;4;534;14/12/2021;0;277139
1063;3397;Afghanistan;Carsat;1;1;-18;566;22/11/2021;0;277136
1064;3398;France;ANTS;1;1;-21;810;19/11/2021;0;277133
1065;3399;France;Service des Impôts des particuliers;1;1;39;582;18/01/2022;0;277130
1066;3400;Afghanistan;Impots.gouv.fr;1;0;356;848;01/12/2022;0;277127
1067;3575;France;MSA;1;0;-257;942;11/02/2021;0;277124
1068;3578;Australie;DGFIP;1;0;46;999;11/12/2021;1;277121
1069;3581;Belgique;Réseau consulaire;0;0;28;433;23/11/2021;1;277118
1070;3582;Allemagne;Réseau consulaire;1;0;62;525;27/12/2021;1;277115
1071;3585;Afrique du sud;Réseau consulaire;1;0;46;656;11/12/2021;1;277113
1072;3586;Afghanistan;Réseau consulaire;1;0;34;520;29/11/2021;1;277110
1073;3587;Allemagne;Réseau consulaire;1;0;30;218;25/11/2021;1;277107
1074;3588;Canada;Réseau consulaire;1;0;-45;207;11/09/2021;0;277104
1075;3589;Belgique;Réseau consulaire;1;0;-228;980;12/03/2021;0;277101
1076;3590;Afghanistan;Réseau consulaire;1;0;46;115;11/12/2021;1;277098
1077;3591;Afghanistan;Réseau consulaire;1;1;30;437;25/11/2021;1;277095
1078;3593;Canada;Réseau consulaire;1;1;31;228;26/11/2021;0;277092
1079;3594;Afrique du sud;Service-public.fr;0;0;113;253;16/02/2022;0;277089
1080;3596;Canada;Réseau consulaire;0;1;-256;370;12/02/2021;0;277086
1081;3597;Espagne;Réseau consulaire;0;0;-15;137;11/10/2021;0;270815
1082;3598;Belgique;Réseau consulaire;0;0;46;247;11/12/2021;1;277083
1083;3599;Canada;Réseau consulaire;1;0;31;323;26/11/2021;0;277080
1084;3600;Espagne;Réseau consulaire;1;1;62;274;27/12/2021;1;277077
1085;3601;Allemagne;Réseau consulaire;0;0;62;604;27/12/2021;1;277074
1086;3602;Brésil;Réseau consulaire;0;0;62;781;27/12/2021;0;277071
1087;3603;Canada;Réseau consulaire;1;1;62;959;27/12/2021;0;277068
1088;3604;Pérou;Réseau consulaire;1;1;62;279;27/12/2021;1;277065
1089;3605;Espagne;Ministère de l’Europe et des Affaires étrangères (MEAE);1;0;62;539;27/12/2021;1;277062
1090;3606;Canada;Réseau consulaire;0;0;34;210;29/11/2021;0;277059
1091;3607;Belgique;Ministère de l’Europe et des Affaires étrangères (MEAE);0;1;62;489;27/12/2021;1;277056
1092;3611;Canada;Réseau consulaire;0;0;62;300;27/12/2021;0;277055
1093;3614;Canada;Réseau consulaire;0;0;28;527;23/11/2021;0;277052
1094;3615;Allemagne;Réseau consulaire;0;0;-44;400;12/09/2021;0;277049
1095;3616;Canada;Réseau consulaire;0;0;62;607;27/12/2021;0;277046
1096;3618;Allemagne;Réseau consulaire;0;0;62;373;27/12/2021;1;277043
1097;3620;Belgique;Réseau consulaire;0;0;-256;722;12/02/2021;0;277040
1098;3622;Espagne;Réseau consulaire;1;0;30;946;25/11/2021;1;277037
1099;3623;Allemagne;Réseau consulaire;0;0;46;234;11/12/2021;1;277034
1100;3624;Italie;Réseau consulaire;1;1;31;169;26/11/2021;1;277031
1101;3626;Madagascar;Réseau consulaire;0;0;62;42;27/12/2021;0;277028
1102;3627;Espagne;Réseau consulaire;0;0;62;300;27/12/2021;1;277027
1103;3628;Maroc;Réseau consulaire;0;0;85;371;19/01/2022;1;277024
1104;3629;Canada;Réseau consulaire;0;0;46;135;11/12/2021;0;277021
1105;3630;Espagne;ANTS;0;0;-76;593;11/08/2021;0;277018
1106;3631;Allemagne;Réseau consulaire;1;1;31;186;26/11/2021;1;277015
1107;3632;Finlande;Réseau consulaire;1;0;46;186;11/12/2021;1;277012
1108;3633;Maroc;Réseau consulaire;1;0;-256;353;12/02/2021;0;277009
1109;3634;Canada;Réseau consulaire;1;1;62;468;27/12/2021;0;277006
1110;3635;Allemagne;Réseau consulaire;1;0;31;532;26/11/2021;1;277003
1111;3636;Afghanistan;Réseau consulaire;1;0;-287;776;12/01/2021;1;277000
1112;3637;États-unis;Réseau consulaire;1;1;34;740;29/11/2021;1;276997
1113;3638;Italie;Réseau consulaire;1;1;34;666;29/11/2021;1;276994
1114;3640;Maroc;Ministère de l’Europe et des Affaires étrangères (MEAE);1;0;-44;318;12/09/2021;1;276991
1115;3643;Canada;Réseau consulaire;1;0;62;689;27/12/2021;0;276988
1116;3646;Cambodge;Réseau consulaire;0;1;-44;493;12/09/2021;1;276985
1117;3647;Maroc;Réseau consulaire;1;0;34;844;29/11/2021;1;276982
1118;3650;États-unis;Réseau consulaire;1;0;-44;990;12/09/2021;1;276979
1119;3651;Mexique;Réseau consulaire;1;0;30;744;25/11/2021;1;276976
1120;3652;Maroc;Réseau consulaire;0;0;34;410;29/11/2021;1;276973
1121;3653;Royaume-uni;Réseau consulaire;0;0;-287;676;12/01/2021;0;276970
1122;3654;Royaume-uni;Réseau consulaire;1;0;-256;988;12/02/2021;0;276968
1123;3655;Royaume-uni;Réseau consulaire;1;0;-287;313;12/01/2021;0;276965
1124;3656;Italie;Réseau consulaire;0;1;-287;805;12/01/2021;1;276962
1125;3658;Luxembourg;Réseau consulaire;1;0;-287;995;12/01/2021;1;276959
1126;3659;Antilles néerlandaises;Ministère de l’Europe et des Affaires étrangères (MEAE);1;0;30;740;25/11/2021;1;276956
1127;3661;Royaume-uni;Réseau consulaire;1;0;-287;299;12/01/2021;0;276953
1128;3662;Canada;Réseau consulaire;0;1;-287;151;12/01/2021;0;276950
1129;3663;Royaume-uni;Réseau consulaire;0;1;85;248;19/01/2022;1;276947
1130;3664;Canada;Ministère de l’Europe et des Affaires étrangères (MEAE);1;1;-44;343;12/09/2021;1;276944
1131;3665;Afghanistan;Réseau consulaire;1;1;85;286;19/01/2022;1;276941
1132;3666;Luxembourg;Réseau consulaire;0;0;49;219;14/12/2021;0;276939
1133;3667;Côte d'ivoire;Réseau consulaire;1;0;49;647;14/12/2021;1;276936
1134;3668;Royaume-uni;Réseau consulaire;0;1;49;214;14/12/2021;1;276933
1135;3669;Maurice;Réseau consulaire;0;0;49;910;14/12/2021;1;276930
1136;3670;États-unis;Réseau consulaire;1;0;49;762;14/12/2021;1;276927
1137;3671;Afghanistan;Réseau consulaire;0;1;49;822;14/12/2021;1;276924
1138;3672;Royaume-uni;Réseau consulaire;0;0;49;274;14/12/2021;1;276921
1139;3676;Royaume-uni;Réseau consulaire;1;1;-44;553;12/09/2021;0;276918
1140;3677;Autriche;Réseau consulaire;1;1;-44;487;12/09/2021;1;276915
1141;3679;Canada;Ministère de l’Europe et des Affaires étrangères (MEAE);0;1;-44;363;12/09/2021;1;276912
1142;3680;Espagne;Réseau consulaire;1;1;-44;357;12/09/2021;0;276911
1143;3681;Royaume-uni;Ministère de l’Europe et des Affaires étrangères (MEAE);1;1;-44;1005;12/09/2021;1;276908
1144;3683;Royaume-uni;Réseau consulaire;1;0;-44;461;12/09/2021;0;276905
1145;3685;Belgique;AGIRC-ARRCO;0;0;92;998;26/01/2022;0;276902
1146;3687;Espagne;Réseau consulaire;1;1;-44;350;12/09/2021;0;276899
1147;3688;Italie;Réseau consulaire;1;0;-44;439;12/09/2021;1;276896
1148;3689;Royaume-uni;Réseau consulaire;1;1;49;221;14/12/2021;1;276893
1149;3691;Finlande;Réseau consulaire;1;1;-44;204;12/09/2021;1;276890
1150;3692;Espagne;Ministère de l’Europe et des Affaires étrangères (MEAE);1;0;49;337;14/12/2021;1;276887
1151;3693;Émirats arabes unis;Réseau consulaire;0;1;-44;665;12/09/2021;0;276884
1152;3694;Afghanistan;Réseau consulaire;0;0;-44;527;12/09/2021;1;276882
1153;3695;Afghanistan;Réseau consulaire;1;0;-44;476;12/09/2021;1;276879
1154;3696;Brésil;Réseau consulaire;1;1;-44;821;12/09/2021;0;276876
1155;3697;États-unis;Réseau consulaire;1;0;-44;998;12/09/2021;1;276873
1156;3698;Italie;Réseau consulaire;1;1;49;235;14/12/2021;1;276870
1157;3699;Italie;Réseau consulaire;1;0;49;367;14/12/2021;1;276867
1158;3700;Royaume-uni;Réseau consulaire;1;0;-44;212;12/09/2021;0;276864
1159;3701;Royaume-uni;Réseau consulaire;0;0;62;269;27/12/2021;1;276861
1160;3702;Autriche;Réseau consulaire;0;1;-256;574;12/02/2021;1;276858
1161;3703;Royaume-uni;Réseau consulaire;0;0;-287;504;12/01/2021;0;276855
1162;3705;Royaume-uni;Réseau consulaire;1;0;49;319;14/12/2021;1;276853
1163;3708;Luxembourg;Réseau consulaire;1;0;-44;584;12/09/2021;1;276850
1164;3711;Tunisie;Réseau consulaire;0;0;-44;704;12/09/2021;1;276847
1165;3712;Algérie;Réseau consulaire;0;0;-44;305;12/09/2021;0;276844
1166;3715;Espagne;Ministère de l’Europe et des Affaires étrangères (MEAE);1;0;-44;222;12/09/2021;1;276841
1167;3716;Canada;Réseau consulaire;1;0;-44;163;12/09/2021;0;276838
1168;3717;États-unis;Ministère de l’Europe et des Affaires étrangères (MEAE);1;1;-44;844;12/09/2021;1;276835
1169;3718;Royaume-uni;Réseau consulaire;0;0;-14;512;12/10/2021;0;276832
1170;3719;États-unis;Réseau consulaire;0;0;-44;459;12/09/2021;1;276829
1171;3720;Royaume-uni;Réseau consulaire;1;1;-44;426;12/09/2021;0;276826
1172;3721;Suisse;Réseau consulaire;1;1;-44;186;12/09/2021;1;276824
1173;3723;Royaume-uni;Réseau consulaire;0;1;-14;540;12/10/2021;0;276821
1174;3724;Royaume-uni;Réseau consulaire;1;1;-14;266;12/10/2021;0;276818
1175;3726;Togo;Réseau consulaire;1;1;49;990;14/12/2021;1;276815
1176;3727;Pologne;Réseau consulaire;0;0;49;411;14/12/2021;1;276812
1177;3728;Royaume-uni;Réseau consulaire;0;0;-287;644;12/01/2021;0;276809
1178;3729;Italie;Réseau consulaire;1;0;-14;278;12/10/2021;1;276806
1179;3731;Royaume-uni;Réseau consulaire;0;1;-14;249;12/10/2021;0;276803
1180;3732;Royaume-uni;Réseau consulaire;0;0;-14;685;12/10/2021;0;276800
1181;3733;Singapour;Réseau consulaire;1;1;49;567;14/12/2021;1;276797
1182;3734;Israël;Réseau consulaire;1;1;-14;254;12/10/2021;1;276795
1183;3735;Maroc;Réseau consulaire;0;0;-14;320;12/10/2021;0;276792
1184;3736;Sénégal;Réseau consulaire;1;0;49;981;14/12/2021;0;276789
1185;3737;Luxembourg;Réseau consulaire;1;0;-14;450;12/10/2021;1;276786
1186;3741;Australie;Réseau consulaire;1;1;-287;171;12/01/2021;0;276783
1187;3742;Brésil;Réseau consulaire;1;1;-14;984;12/10/2021;0;276780
1188;3744;Royaume-uni;Réseau consulaire;0;0;-14;209;12/10/2021;0;276777
1189;3745;Royaume-uni;Réseau consulaire;0;1;-14;182;12/10/2021;0;276774
1190;3746;Royaume-uni;Réseau consulaire;1;1;-14;992;12/10/2021;0;276771
1191;3748;Royaume-uni;Réseau consulaire;0;0;-14;552;12/10/2021;0;276768
1192;3750;Irlande;Réseau consulaire;1;1;49;414;14/12/2021;1;276766
1193;3752;Canada;Réseau consulaire;1;1;-14;996;12/10/2021;0;276763
1194;3753;Royaume-uni;Réseau consulaire;1;0;-14;279;12/10/2021;0;276760
1195;3754;Sénégal;Réseau consulaire;1;0;-14;940;12/10/2021;0;276757
1196;3756;France;Réseau consulaire;0;1;49;303;14/12/2021;0;276754
1197;3757;France;Réseau consulaire;1;0;49;796;14/12/2021;0;276751
1198;3758;France;Réseau consulaire;0;0;49;518;14/12/2021;0;276748
1199;3759;Royaume-uni;Carsat;0;1;51;964;16/12/2021;0;270598
1200;3760;Royaume-uni;Réseau consulaire;0;1;49;833;14/12/2021;1;276745
1201;3761;Allemagne;Réseau consulaire;1;0;49;982;14/12/2021;1;276742
1202;3762;Suisse;Réseau consulaire;0;0;49;125;14/12/2021;1;276739
1203;3763;Afghanistan;AGIRC-ARRCO;1;0;-168;330;11/05/2021;1;280222
1204;3764;France;Réseau consulaire;1;0;49;531;14/12/2021;0;276738
1205;3765;États-unis;Réseau consulaire;1;1;51;650;16/12/2021;1;276735
1206;3766;Royaume-uni;Réseau consulaire;0;1;49;388;14/12/2021;1;276732
1207;3767;Luxembourg;Réseau consulaire;0;0;51;253;16/12/2021;0;276729
1208;3768;Royaume-uni;Ministère de l’Europe et des Affaires étrangères (MEAE);1;0;49;597;14/12/2021;1;276726
1209;3770;Brésil;Réseau consulaire;1;0;-14;528;12/10/2021;0;276723
1210;3773;Italie;Réseau consulaire;1;0;49;918;14/12/2021;1;276720
1211;3776;Bulgarie;Réseau consulaire;1;0;49;404;14/12/2021;1;276717
1212;3777;Italie;Réseau consulaire;1;1;-14;167;12/10/2021;1;276714
1213;3780;Israël;Réseau consulaire;1;1;49;351;14/12/2021;1;276711
1214;3781;Portugal;Réseau consulaire;1;1;-14;238;12/10/2021;1;276708
1215;3782;Haïti;Réseau consulaire;1;1;51;999;16/12/2021;1;276705
1216;3783;Roumanie;Réseau consulaire;0;0;29;658;24/11/2021;1;276702
1217;3784;Espagne;Réseau consulaire;1;0;51;275;16/12/2021;1;276699
1218;3785;Argentine;Ministère de l’Europe et des Affaires étrangères (MEAE);1;0;51;796;16/12/2021;1;276696
1219;3786;Afrique du sud;Réseau consulaire;1;0;85;213;19/01/2022;1;276693
1220;3788;Espagne;Réseau consulaire;0;0;-14;166;12/10/2021;0;276690
1221;3789;Israël;Réseau consulaire;1;0;-228;749;12/03/2021;1;276687
1222;3791;Espagne;Réseau consulaire;1;0;-228;784;12/03/2021;0;276684
1223;3792;Allemagne;Réseau consulaire;0;0;-256;803;12/02/2021;0;276681
1224;3793;Italie;Réseau consulaire;0;0;85;909;19/01/2022;1;276679
1225;3794;Royaume-uni;Réseau consulaire;1;0;-256;584;12/02/2021;0;276676
1226;3796;Royaume-uni;Réseau consulaire;0;0;-287;41;12/01/2021;0;276673
1227;3797;Allemagne;Réseau consulaire;0;1;51;438;16/12/2021;1;276670
1228;3798;Italie;Réseau consulaire;1;0;51;396;16/12/2021;1;276667
1229;3799;Canada;Réseau consulaire;1;1;51;632;16/12/2021;0;276664
1230;3800;Sénégal;Ministère de l’Europe et des Affaires étrangères (MEAE);1;1;51;997;16/12/2021;1;276661
1231;3801;Afghanistan;Réseau consulaire;0;0;51;164;16/12/2021;1;276658
1232;3802;Canada;Réseau consulaire;0;0;51;377;16/12/2021;0;276655
1233;3806;Danemark;Réseau consulaire;1;1;51;769;16/12/2021;1;276652
1234;3807;Allemagne;Réseau consulaire;1;0;51;104;16/12/2021;1;276649
1235;3809;Canada;Réseau consulaire;0;0;51;356;16/12/2021;0;276646
1236;3810;Algérie;Réseau consulaire;1;0;51;866;16/12/2021;0;276643
1237;3811;États-unis;Réseau consulaire;1;0;62;206;27/12/2021;1;276640
1238;3813;États-unis;Réseau consulaire;0;0;-14;483;12/10/2021;1;276637
1239;3817;France;Réseau consulaire;1;1;-287;306;12/01/2021;0;276634
1240;3818;États-unis;Réseau consulaire;1;0;-14;202;12/10/2021;1;276631
1241;3819;France;Réseau consulaire;1;0;51;667;16/12/2021;0;276628
1242;3821;Espagne;Réseau consulaire;0;1;-14;334;12/10/2021;0;276625
1243;3822;Royaume-uni;Réseau consulaire;0;0;-14;148;12/10/2021;0;276622
1244;3823;Brésil;Réseau consulaire;0;1;-14;606;12/10/2021;0;276621
1245;3824;Espagne;Réseau consulaire;0;0;-14;815;12/10/2021;0;276618
1246;3825;Suisse;Réseau consulaire;1;0;49;860;14/12/2021;1;276612
1247;3826;France;Réseau consulaire;0;0;-287;994;12/01/2021;0;276609
1248;3827;Canada;Réseau consulaire;0;0;-14;193;12/10/2021;0;276606
1249;3828;Allemagne;Réseau consulaire;0;0;30;649;25/11/2021;1;276603
1250;3829;Espagne;Réseau consulaire;1;0;30;429;25/11/2021;1;276600
1251;3830;États-unis;Réseau consulaire;1;1;30;1000;25/11/2021;1;276597
1252;3831;Royaume-uni;Réseau consulaire;1;0;30;216;25/11/2021;1;276594
1253;3832;Chili;Réseau consulaire;1;1;86;396;20/01/2022;1;276592
1254;3833;Allemagne;Réseau consulaire;1;0;30;937;25/11/2021;1;276589
1255;3835;Maroc;Réseau consulaire;1;0;49;814;14/12/2021;1;276586
1256;3838;Belgique;Réseau consulaire;1;0;51;115;16/12/2021;1;276583
1257;3841;États-unis;Réseau consulaire;1;0;51;159;16/12/2021;1;276580
1258;3842;Algérie;CAF;1;0;34;721;29/11/2021;0;276577
1259;3845;Espagne;Réseau consulaire;1;0;49;548;14/12/2021;1;276574
1260;3846;Royaume-uni;Réseau consulaire;1;0;30;134;25/11/2021;1;276571
1261;3847;Tunisie;Ministère de l’Europe et des Affaires étrangères (MEAE);0;1;51;205;16/12/2021;1;276568
1262;3848;France;Réseau consulaire;1;0;-287;492;12/01/2021;0;276565
1263;3849;Grèce;Réseau consulaire;0;0;51;261;16/12/2021;0;276562
1264;3850;États-unis;Réseau consulaire;0;0;62;330;27/12/2021;1;276559
1265;3851;États-unis;Réseau consulaire;0;0;-287;820;12/01/2021;1;276556
